MT,ANACONDA DEER LODGE CTY POLICE DEPT,1450-01-287-7003,"TRAILER,MAINTENANCE-REPAIR PARTS,GUIDED MISSILE SYSTEM",1,Each,"$137,814.00",B,3,"Mar 18, 2014 11:55:32 AM"
MT,TOOLE CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 10, 2008 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 11, 2006 12:00:00 AM",,
MT,TOOLE CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 10, 2008 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 10, 2008 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 10, 2008 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,$58.71,D,1,"Jun 10, 2008 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-01-453-4227,"HANDGUARD,UPPER    ",5,Each,$60.46,B,3,"Feb 3, 2016 12:00:00 AM",,
MT,TOOLE CTY SHERIFF DEPT,8465-01-515-8629,FIELD PACK,20,Each,$112.38,A,1,"Apr 21, 2016 12:00:00 AM",,,
MT,TOOLE CTY SHERIFF DEPT,1005-01-131-1905,"SIGHT,REAR",6,Each,$30.12,D,1,"Mar 3, 2016 12:00:00 AM",,
MT,TOOLE CTY SHERIFF DEPT,5855-01-468-4169,"ILLUMINATOR,INFRARED",14,Each,$776.79,D,1,"Mar 4, 2016 12:00:00 AM",,
MT,TOOLE CTY SHERIFF DEPT,1240-25-160-2191,"RANGE FINDER,LASER",2,Each,"$14,508.00",D,7,"Feb 18, 2016 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1005-01-560-0127,"HIDE TOOLS,SNIPER  ",5,Each,"$1,597.92",D,1,"Mar 14, 2016 12:00:00 AM",
MT,TOOLE CTY SHERIFF DEPT,1240-01-540-3690,"SIGHT,REFLEX",2,Each,$365.00,D,1,"Feb 2, 2016 12:00:00 AM",,
MT,TOOLE CTY SHERIFF DEPT,1240-01-540-3690,"SIGHT,REFLEX",14,Each,$365.00,D,1,"Feb 2, 2016 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1450-01-287-7003,"TRAILER,MAINTENANCE-REPAIR PARTS,GUIDED MISSILE SYSTEM",1,Each,"$137,814.00",B,3,"Mar 18, 2014 11:55:32 AM"
MT,VALLEY CTY SHERIFF DEPT,5845-01-255-9628,"TOWFISH,ELECTRONIC ",2,Each,"$2,369.00",D,1,"Mar 18, 2014 11:55:32 AM",
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 7, 2007 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 7, 2007 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"May 7, 2007 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,VALLEY CTY SHERIFF DEPT,9905-01-346-4716,"SIGN KIT,CONTAMINATION",5,Each,$288.00,C,1,"Mar 18, 2014 11:55:32 AM",,
MT,WHEATLAND CTY SHERIFF OFFICE,5855-01-499-4139,"VIEWER,NIGHT VISION",1,Each,"$19,441.92",D,1,"Mar 18, 2014 11:55:32 AM",
MT,WHEATLAND CTY SHERIFF OFFICE,4240-01-442-8415,"BLOWER,LIGHT WEIGHT",12,Each,$494.00,Q,3,"Mar 18, 2014 11:55:32 AM",,
MT,WHITEFISH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,WHITEFISH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,WHITEFISH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,WHITEFISH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,WHITEFISH POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,$138.00,D,1,"Oct 12, 2006 12:00:00 AM",,
MT,YELLOWSTONE CTY SHERIFF DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,YELLOWSTONE CTY SHERIFF DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,YELLOWSTONE CTY SHERIFF DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,YELLOWSTONE CTY SHERIFF DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
MT,YELLOWSTONE CTY SHERIFF DEPT,5855-01-456-4878,THERMAL IMAGER     ,1,Each,"$16,000.00",D,,"Mar 17, 2004 12:00:00 AM",,
